          time          mass          xmom          ymom          zmom     ang mom x     ang mom y     ang mom z         rho_K         rho_e         rho_E
        501516   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.13767e+45   1.45267e+50
        502554   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.13028e+45   1.45267e+50
        503592   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.12337e+45   1.45267e+50
        504629   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.11681e+45   1.45267e+50
        505667   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.11048e+45   1.45267e+50
        506705   1.97547e+33   7.35935e+41             0             0             0             0             0   1.45271e+50   2.10434e+45   1.45267e+50
        507743   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.09833e+45   1.45267e+50
        508781   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.09244e+45   1.45267e+50
        509819   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.08664e+45   1.45267e+50
        510857   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.08093e+45   1.45267e+50
        511895   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.07527e+45   1.45267e+50
        512933   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.06968e+45   1.45267e+50
        513971   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.06413e+45   1.45267e+50
        515009   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.05863e+45   1.45267e+50
        516047   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.05317e+45   1.45267e+50
        517085   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.04775e+45   1.45267e+50
        518123   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.04236e+45   1.45267e+50
        519161   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.03701e+45   1.45267e+50
        520199   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.03168e+45   1.45267e+50
        521237   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.02639e+45   1.45267e+50
        522276   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.02111e+45   1.45267e+50
        523314   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.01588e+45   1.45267e+50
        524352   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.01066e+45   1.45267e+50
        525390   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   2.00547e+45   1.45267e+50
        526429   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50    2.0003e+45   1.45267e+50
        527467   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.99516e+45   1.45267e+50
        528505   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.99003e+45   1.45267e+50
        529544   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.98494e+45   1.45267e+50
        530582   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50    2.0001e+45   1.45267e+50
        531620   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.98919e+45   1.45267e+50
        532659   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.98114e+45   1.45267e+50
        533697   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50    1.9742e+45   1.45267e+50
        534736   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.96784e+45   1.45267e+50
        535774   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50     1.978e+45   1.45267e+50
        536813   1.97547e+33   7.35936e+41             0             0             0             0             0   1.45271e+50   1.96795e+45   1.45267e+50
        537851   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.95997e+45   1.45267e+50
        538890   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.95295e+45   1.45267e+50
        539929   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.94647e+45   1.45267e+50
        540967   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.94036e+45   1.45267e+50
        542006   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.93453e+45   1.45267e+50
        543045   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.92892e+45   1.45267e+50
        544084   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.92347e+45   1.45267e+50
        545122   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.91816e+45   1.45267e+50
        546161   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.91295e+45   1.45267e+50
        547200   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50    1.9178e+45   1.45267e+50
        548239   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.91001e+45   1.45267e+50
        549278   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.90353e+45   1.45267e+50
        550317   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.89762e+45   1.45267e+50
        551356   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.89204e+45   1.45267e+50
        552395   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.90682e+45   1.45267e+50
        553434   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50     1.896e+45   1.45267e+50
        554473   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.88803e+45   1.45267e+50
        555512   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50    1.8812e+45   1.45267e+50
        556551   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.87498e+45   1.45267e+50
        557590   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.86919e+45   1.45267e+50
        558630   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.86367e+45   1.45267e+50
        559669   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.85837e+45   1.45267e+50
        560708   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.85323e+45   1.45267e+50
        561747   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.84822e+45   1.45267e+50
        562786   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.84331e+45   1.45267e+50
        563826   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50    1.8385e+45   1.45267e+50
        564865   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.83375e+45   1.45267e+50
        565904   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.82908e+45   1.45267e+50
        566943   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.82445e+45   1.45267e+50
        567983   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.81988e+45   1.45267e+50
        569022   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.81535e+45   1.45267e+50
        570062   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.81086e+45   1.45267e+50
        571101   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.80641e+45   1.45267e+50
        572140   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.81842e+45   1.45267e+50
        573180   1.97547e+33   7.35937e+41             0             0             0             0             0   1.45271e+50   1.80967e+45   1.45267e+50
        574219   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.80301e+45   1.45267e+50
        575259   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.79716e+45   1.45267e+50
        576298   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.79175e+45   1.45267e+50
        577338   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.78663e+45   1.45267e+50
        578377   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.78172e+45   1.45267e+50
        579417   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.77696e+45   1.45267e+50
        580456   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.77231e+45   1.45267e+50
        581496   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.76776e+45   1.45267e+50
        582536   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.76329e+45   1.45267e+50
        583575   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.75888e+45   1.45267e+50
        584615   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.75452e+45   1.45267e+50
        585655   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.75022e+45   1.45267e+50
        586695   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.74596e+45   1.45267e+50
        587734   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.74174e+45   1.45267e+50
        588774   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.73754e+45   1.45267e+50
        589814   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.73339e+45   1.45267e+50
        590854   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.72925e+45   1.45267e+50
        591894   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.72515e+45   1.45267e+50
        592934   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.72107e+45   1.45267e+50
        593974   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.71702e+45   1.45267e+50
        595014   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.71298e+45   1.45267e+50
        596054   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.70896e+45   1.45267e+50
        597094   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.70496e+45   1.45267e+50
        598134   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.70099e+45   1.45267e+50
        599174   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.69702e+45   1.45267e+50
        600214   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.69308e+45   1.45267e+50
        601254   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.68915e+45   1.45267e+50
        602294   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.69329e+45   1.45267e+50
        603334   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.68754e+45   1.45267e+50
        604375   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.68257e+45   1.45267e+50
        605415   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.67793e+45   1.45267e+50
        606455   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.67349e+45   1.45267e+50
        607495   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50    1.6741e+45   1.45267e+50
        608536   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.66882e+45   1.45267e+50
        609576   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.66404e+45   1.45267e+50
        610616   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.65952e+45   1.45267e+50
        611657   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.65515e+45   1.45267e+50
        612697   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50    1.6509e+45   1.45267e+50
        613737   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.64674e+45   1.45267e+50
        614778   1.97547e+33   7.35938e+41             0             0             0             0             0   1.45271e+50   1.64266e+45   1.45267e+50
        615818   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.63864e+45   1.45267e+50
        616859   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.63467e+45   1.45267e+50
        617899   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.63075e+45   1.45267e+50
        618940   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.62687e+45   1.45267e+50
        619980   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.62303e+45   1.45267e+50
        621021   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.61922e+45   1.45267e+50
        622061   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.62247e+45   1.45267e+50
        623102   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.61715e+45   1.45267e+50
        624142   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.61251e+45   1.45267e+50
        625183   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.60819e+45   1.45267e+50
        626224   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.60403e+45   1.45267e+50
        627264   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.59999e+45   1.45267e+50
        628305   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.59603e+45   1.45267e+50
        629346   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.59215e+45   1.45267e+50
        630386   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.58833e+45   1.45267e+50
        631427   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.58456e+45   1.45267e+50
        632468   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.58083e+45   1.45267e+50
        633509   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.57714e+45   1.45267e+50
        634549   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.57349e+45   1.45267e+50
        635590   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.56986e+45   1.45267e+50
        636631   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.56627e+45   1.45267e+50
        637672   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50    1.5627e+45   1.45267e+50
        638713   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55915e+45   1.45267e+50
        639754   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55562e+45   1.45267e+50
        640795   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55212e+45   1.45267e+50
        641836   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.54863e+45   1.45267e+50
        642877   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50    1.5588e+45   1.45267e+50
        643918   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.56201e+45   1.45267e+50
        644959   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55337e+45   1.45267e+50
        646000   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.54717e+45   1.45267e+50
        647041   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.54207e+45   1.45267e+50
        648082   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.53749e+45   1.45267e+50
        649123   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.53321e+45   1.45267e+50
        650164   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.52915e+45   1.45267e+50
        651205   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.52525e+45   1.45267e+50
        652246   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50    1.5383e+45   1.45267e+50
        653288   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.56002e+45   1.45267e+50
        654329   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55716e+45   1.45267e+50
        655370   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55561e+45   1.45267e+50
        656412   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.54208e+45   1.45267e+50
        657453   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.53308e+45   1.45267e+50
        658494   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.52611e+45   1.45267e+50
        659536   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.52022e+45   1.45267e+50
        660577   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.51501e+45   1.45267e+50
        661618   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.51436e+45   1.45267e+50
        662660   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.53081e+45   1.45267e+50
        663701   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.52138e+45   1.45267e+50
        664743   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.55752e+45   1.45267e+50
        665784   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.57336e+45   1.45267e+50
        666826   1.97547e+33   7.35939e+41             0             0             0             0             0   1.45271e+50   1.58011e+45   1.45267e+50
        667867   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.55581e+45   1.45267e+50
        668909   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.55414e+45   1.45267e+50
        669950   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.53911e+45   1.45267e+50
        670992   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.52903e+45   1.45267e+50
        672033   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50    1.5213e+45   1.45267e+50
        673075   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.57042e+45   1.45267e+50
        674117   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.55208e+45   1.45267e+50
        675158   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.54044e+45   1.45267e+50
        676200   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50    1.5495e+45   1.45267e+50
        677241   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.53748e+45   1.45267e+50
        678283   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.54634e+45   1.45267e+50
        679325   1.97547e+33    7.3594e+41             0             0             0             0             0   1.45271e+50   1.55165e+45   1.45267e+50
        680366   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53745e+45   1.45267e+50
        681408   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.54458e+45   1.45267e+50
        682450   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.54595e+45   1.45267e+50
        683491   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.55019e+45   1.45267e+50
        684533   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53634e+45   1.45267e+50
        685575   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52627e+45   1.45267e+50
        686617   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53405e+45   1.45267e+50
        687658   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52285e+45   1.45267e+50
        688700   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50    1.5144e+45   1.45267e+50
        689742   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52059e+45   1.45267e+50
        690784   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51129e+45   1.45267e+50
        691826   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50    1.5241e+45   1.45267e+50
        692868   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52596e+45   1.45267e+50
        693910   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52503e+45   1.45267e+50
        694951   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53847e+45   1.45267e+50
        695993   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52259e+45   1.45267e+50
        697035   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51191e+45   1.45267e+50
        698077   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51732e+45   1.45267e+50
        699119   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51676e+45   1.45267e+50
        700161   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50515e+45   1.45267e+50
        701203   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.49665e+45   1.45267e+50
        702245   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.48974e+45   1.45267e+50
        703287   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.49571e+45   1.45267e+50
        704329   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51353e+45   1.45267e+50
        705372   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50937e+45   1.45266e+50
        706414   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50609e+45   1.45266e+50
        707456   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50804e+45   1.45266e+50
        708498   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50425e+45   1.45266e+50
        709540   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50111e+45   1.45266e+50
        710583   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50    1.4894e+45   1.45266e+50
        711625   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51529e+45   1.45266e+50
        712667   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52451e+45   1.45266e+50
        713709   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53505e+45   1.45266e+50
        714752   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.52636e+45   1.45266e+50
        715794   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53726e+45   1.45266e+50
        716836   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51543e+45   1.45266e+50
        717879   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.55173e+45   1.45266e+50
        718921   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50    1.5536e+45   1.45266e+50
        719963   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.54081e+45   1.45266e+50
        721006   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.53249e+45   1.45266e+50
        722048   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.51427e+45   1.45266e+50
        723090   1.97547e+33    7.3594e+41             0             0             0             0             0    1.4527e+50   1.50178e+45   1.45266e+50
        724133   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.50524e+45   1.45266e+50
        725175   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.51532e+45   1.45266e+50
        726218   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50     1.517e+45   1.45266e+50
        727260   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.50141e+45   1.45266e+50
        728303   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.49101e+45   1.45266e+50
        729345   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.50358e+45   1.45266e+50
        730387   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.49207e+45   1.45266e+50
        731430   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.48374e+45   1.45266e+50
        732472   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4768e+45   1.45266e+50
        733515   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.47074e+45   1.45266e+50
        734557   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.47775e+45   1.45266e+50
        735600   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.46996e+45   1.45266e+50
        736642   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.46385e+45   1.45266e+50
        737685   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.45854e+45   1.45266e+50
        738728   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.45371e+45   1.45266e+50
        739770   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44926e+45   1.45266e+50
        740813   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4451e+45   1.45266e+50
        741855   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44115e+45   1.45266e+50
        742898   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4374e+45   1.45266e+50
        743941   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.43379e+45   1.45266e+50
        744983   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44931e+45   1.45266e+50
        746026   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44158e+45   1.45266e+50
        747069   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44785e+45   1.45266e+50
        748111   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44865e+45   1.45266e+50
        749154   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44136e+45   1.45266e+50
        750197   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44695e+45   1.45266e+50
        751240   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44821e+45   1.45266e+50
        752282   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44753e+45   1.45266e+50
        753325   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.44539e+45   1.45266e+50
        754368   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4368e+45   1.45266e+50
        755411   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4357e+45   1.45266e+50
        756454   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.4282e+45   1.45266e+50
        757497   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.42226e+45   1.45266e+50
        758540   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.41714e+45   1.45266e+50
        759583   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.41254e+45   1.45266e+50
        760625   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.40827e+45   1.45266e+50
        761668   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.40426e+45   1.45266e+50
        762711   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.40045e+45   1.45266e+50
        763755   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50    1.3968e+45   1.45266e+50
        764797   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.39327e+45   1.45266e+50
        765841   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.38986e+45   1.45266e+50
        766884   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.41924e+45   1.45266e+50
        767927   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.42026e+45   1.45266e+50
        768970   1.97547e+33   7.35941e+41             0             0             0             0             0    1.4527e+50   1.43818e+45   1.45266e+50
